type;varietal;food
Beer;Cream Stout;Fruity Desserts
Sparkling Wine;Champagne, Demi-Sec;Fruity Desserts
Sparkling Wine;Champagne, Blanc de blancs;Fruity Desserts
Beer;Belgian Beer;Fruity Desserts
Dessert Wine;Barsac;Fruity Desserts
Sparkling Wine;Asti (DOCG), Frizzante or Spumante;Fruity Desserts
White Wine;Viognier;Fruit Sauces
White Wine;Sauvignon Blanc;Fruit Sauces
White Wine;Sauvignon Blanc;Fruit Sauces
White Wine;Riesling;Fruit Sauces
White Wine;Pinot Gris;Fruit Sauces
Red Wine;Merlot;Fruit Sauces
White Wine;Chardonnay;Fruit Sauces
Sparkling Wine;Sparkling Wine;Fruit Salad
White Wine;Chenin Blanc;Fruit Salad
Tea;Tea, White Silver Needle;Fruit Fresh
Tea;Tea, Keemum Black;Fruit Fresh
Sparkling Wine;Sparkling Wine;Fruit Fresh
Dessert Wine;Sauternes;Fruit Fresh
White Wine;Riesling;Fruit Fresh
White Wine;Riesling;Fruit Fresh
Dessert Wine;Muscat de Beaumes-de-Venise;Fruit Fresh
Dessert Wine;Moscato d'Asti;Fruit Fresh
Dessert Wine;Madeira, Malmsey;Fruit Fresh
Fortified Wine;Madeira, Bual;Fruit Fresh
Dessert Wine;Late Harvest Wines;Fruit Fresh
White Wine;Gewurztraminer;Fruit Fresh
White Wine;Chenin Blanc, Off-Dry;Fruit Fresh
Sparkling Wine;Champagne, Rose;Fruit Fresh
Sparkling Wine;Champagne;Fruit Fresh
Sparkling Wine;Asti (DOCG), Frizzante or Spumante;Fruit Fresh
Dessert Wine;Vin Santo;Fruit Dried
Sherry;Sherry, Sweet;Fruit Dried
Port;Port, Tawny;Fruit Dried
Dessert Wine;Late Harvest Wines;Fruit Dried
Red Wine;Grenache;Fruit Dried
Red Wine;Gamay;Fruit Dried
Sparkling Wine;Champagne, Sec;Fruit Dried
Sparkling Wine;Champagne, Dry;Fruit Dried
Sparkling Wine;Asti (DOCG), Frizzante or Spumante;Fruit Dried
White Wine;Frascati;Fritto Misto
White Wine;Chardonnay;Fritto Misto
White Wine;Sauvignon Blanc;Fried Green Tomatoes
White Wine;Pinot Grigio;Fried Green Tomatoes
White Wine;White Wine;Fried Foods
White Wine;White Wine;Fried Foods
Sparkling Wine;Vermentino;Fried Foods
Sparkling Wine;Tocai Friulano;Fried Foods
Sparkling Wine;Sparkling Wine, Dry;Fried Foods
Sparkling Wine;Sparkling Wine;Fried Foods
White Wine;Soave (Superiore);Fried Foods
Sherry;Sherry, Manzanilla;Fried Foods
Sherry;Sherry, Fino;Fried Foods
White Wine;Sauvignon Blanc;Fried Foods
Red Wine;Sangiovese;Fried Foods
Sparkling Wine;Prosecco;Fried Foods
White Wine;Pinot Grigio;Fried Foods
White Wine;Orvieto (DOC);Fried Foods
Red Wine;Nebbiolo;Fried Foods
Sparkling Wine;Champagne;Fried Foods
Beer;Beer;Fried Foods
White Wine;Vermentino;Fried Chicken
Sparkling Wine;Sparkling Wine;Fried Chicken
White Wine;Sauvignon Blanc;Fried Chicken
Rose;Rose;Fried Chicken
Red Wine;Pinot Noir;Fried Chicken
White Wine;Pinot Gris;Fried Chicken
Beer;Lager;Fried Chicken
Red Wine;Chianti DOCG;Fried Chicken
White Wine;Chardonnay, Unoaked;Fried Chicken
Sparkling Wine;Champagne;Fried Chicken
Beer;American Brown Ale;Fried Chicken
Beer;American Amber Ale;Fried Chicken
Beer;Altbier Beer;Fried Chicken
Sherry;Sherry, Manzanilla;French Onion Soup
White Wine;Pinot Gris;French Onion Soup
White Wine;Pinot Blanc Alsace;French Onion Soup
White Wine;Gruner Veltliner;French Onion Soup
White Wine;Chardonnay;French Onion Soup
Red Wine;Cotes du Rhone, Red;French Onion Soup
White Wine;Burgundy, White;French Onion Soup
Red Wine;Burgundy, Red;French Onion Soup
Beer;Beer;French Onion Soup
Red Wine;Beaujolais;French Onion Soup
White Wine;Macon, White;French Fries
Sparkling Wine;Champagne;French Fries
White Wine;Burgundy, White;French Fries
Beer;Beer;French Fries
Port;Port, Vintage;Fourme D'ambert Cheese
Dessert Wine;Monbazillac;Fourme D'ambert Cheese
Dessert Wine;Jurancon, Sweet AOC;Fourme D'ambert Cheese
White Wine;Gewurztraminer, Alsace;Fourme D'ambert Cheese
Red Wine;Crianza;Fourme D'ambert Cheese
Red Wine;Burgundy, Red;Fourme D'ambert Cheese
Red Wine;Bordeaux AOC Red;Fourme D'ambert Cheese
Red Wine;Beaujolais;Fourme D'ambert Cheese
Dessert Wine;Banyuls;Fourme D'ambert Cheese
White Wine;Verdicchio;Fontina Cheese
White Wine;Soave (Superiore);Fontina Cheese
White Wine;Riesling;Fontina Cheese
White Wine;Pinot Grigio;Fontina Cheese
Red Wine;Nebbiolo;Fontina Cheese
Dessert Wine;Late Harvest White Wines;Fontina Cheese
White Wine;Gewurztraminer;Fontina Cheese
Red Wine;Dolcetto;Fontina Cheese
Red Wine;Chianti DOCG;Fontina Cheese
White Wine;Chenin Blanc;Fontina Cheese
Red Wine;Barolo;Fontina Cheese
Red Wine;Barbera DOC;Fontina Cheese
Red Wine;Barbaresco DOCG;Fontina Cheese
Dessert Wine;Sauternes;Foie Gras Terrine Torchon P?t?
Dessert Wine;Riesling, Late Harvest;Foie Gras Terrine Torchon P?t?
White Wine;Pinot Gris, Alsace;Foie Gras Terrine Torchon P?t?
Dessert Wine;Late Harvest Wines;Foie Gras Terrine Torchon P?t?
Dessert Wine;Late Harvest Gewurztraminer;Foie Gras Terrine Torchon P?t?
White Wine;Gewurztraminer, Alsace;Foie Gras Terrine Torchon P?t?
White Wine;Gewurztraminer;Foie Gras Terrine Torchon P?t?
Red Wine;Pomerol;Foie Gras Roasted or Seared
White Wine;Pinot Gris, Alsace;Foie Gras Roasted or Seared
Dessert Wine;Ice Wine;Foie Gras Roasted or Seared
Red Wine;Bordeaux AOC Red;Foie Gras Roasted or Seared
White Wine;Vouvray;Foie Gras
Beer;Trappist;Foie Gras
White Wine;Tokaji, Hungary;Foie Gras
Sherry;Sherry, PX;Foie Gras
Beer;Scotch Ale;Foie Gras
White Wine;Sauternes;Foie Gras
Beer;Sake, Aged;Foie Gras
Dessert Wine;Riesling, Late Harvest;Foie Gras
White Wine;Riesling, Auslese;Foie Gras
White Wine;Riesling;Foie Gras
Dessert Wine;Quarts de Chaume;Foie Gras
Other;Puligny-Montrachet Red or White;Foie Gras
Port;Port, Tawny;Foie Gras
Port;Port, Ruby;Foie Gras
Red Wine;Pinot Noir;Foie Gras
White Wine;Pinot Gris, Alsace;Foie Gras
Dessert Wine;Muscat;Foie Gras
Dessert Wine;Monbazillac;Foie Gras
Fortified Wine;Madeira;Foie Gras
Dessert Wine;Late Harvest Wine, Pinot Gris;Foie Gras
Dessert Wine;Late Harvest Wine, Alsatian;Foie Gras
Dessert Wine;Late Harvest Gewurztraminer;Foie Gras
Beer;Kriek;Foie Gras
Dessert Wine;Jurancon, Sweet AOC;Foie Gras
Dessert Wine;Ice Wine;Foie Gras
White Wine;Gewurztraminer;Foie Gras
White Wine;Gewurztraminer;Foie Gras
Beer;Framboise/Frambozen;Foie Gras
Beer;Doppelbock;Foie Gras
Liquor;Cognac and Cognac Cocktails;Foie Gras
Sparkling Wine;Champagne, Sec;Foie Gras
Sparkling Wine;Champagne, Rose;Foie Gras
Sparkling Wine;Champagne, Dry;Foie Gras
Sparkling Wine;Champagne, Demi-Sec;Foie Gras
Red Wine;Burgundy, Red;Foie Gras
Liquor;Brandy;Foie Gras
Beer;Belgian Beer;Foie Gras
Dessert Wine;Barsac;Foie Gras
Beer;Barley Wine;Foie Gras
Dessert Wine;Banyuls;Foie Gras
Liquor;Armagnac and Armagnac Cocktails;Foie Gras
Beer;American Brown Ale;Foie Gras
Beer;Abbey Beer;Foie Gras
White Wine;Sancerre;Fluke
White Wine;Riesling;Fluke
White Wine;Muscadet;Fluke
Sparkling Wine;Champagne;Fluke
White Wine;Chablis;Fluke
White Wine;Pinot Blanc Alsace;Flounder Sauteed
White Wine;Burgundy, White;Flounder Broiled
White Wine;Burgundy, White;Flounder Baked
Red Wine;Valpolicella;Flounder
White Wine;Sauvignon Blanc;Flounder
White Wine;Sancerre;Flounder
White Wine;Riesling;Flounder
White Wine;Pouilly Fume;Flounder
Red Wine;Pinot Noir;Flounder
Red Wine;Pinot Noir;Flounder
White Wine;Pinot Grigio;Flounder
White Wine;Muscadet;Flounder
Liquor;Cognac and Cognac Cocktails;Flounder
White Wine;Chenin Blanc;Flounder
White Wine;Chardonnay;Flounder
White Wine;Chablis;Flounder
Sparkling Wine;Sparkling Wine;Floating Island Dessert
Dessert Wine;Late Harvest White Wines;Floating Island Dessert
Sparkling Wine;Champagne;Floating Island Dessert
Sherry;Sherry, Oloroso;Flan
Port;Port, Tawny;Flan
Red Wine;Pinot Noir;Fish with Mushrooms
White Wine;Sauvignon Blanc;Fish with Lemon
White Wine;Chardonnay;Fish with Lemon
White Wine;Semillon;Fish with Herbs
White Wine;Sauvignon Blanc;Fish with Herbs
White Wine;Riesling;Fish with Ginger
White Wine;Chardonnay;Fish with Ginger
White Wine;Viognier;Fish With Garlic
White Wine;Sauvignon Blanc;Fish With Garlic
White Wine;Riesling, Spatlese;Fish with Curry Sauce
White Wine;Gewurztraminer, German;Fish with Curry Sauce
Beer;Porter;Fish with Cream Sauce
Beer;Dry Stout;Fish with Cream Sauce
White Wine;Chardonnay, Unoaked;Fish with Cream Sauce
White Wine;Semillon;Fish with Barbacue Sauce
White Wine;Sauvignon Blanc;Fish with Barbacue Sauce
White Wine;Chardonnay;Fish with a Butter Sauce
Sparkling Wine;Sparkling Wine;Fish Tacos
White Wine;Sauvignon Blanc;Fish Tacos
Rose;Rose;Fish Tacos
White Wine;Chardonnay, Unoaked;Fish Tacos
White Wine;Chardonnay;Fish Tacos
White Wine;Sauvignon Blanc;Fish Soup
Rose;Rose;Fish Soup
White Wine;Pinot Blanc;Fish Soup
Red Wine;Zinfandel;Fish Smoked
White Wine;Viognier;Fish Smoked
Sparkling Wine;Sparkling Wine, Rose;Fish Smoked
Sparkling Wine;Sparkling Wine;Fish Smoked
Red Wine;Shiraz;Fish Smoked
White Wine;Semillon;Fish Smoked
White Wine;Sauvignon Blanc;Fish Smoked
Rose;Rose;Fish Smoked
White Wine;Riesling;Fish Smoked
Red Wine;Pinot Noir;Fish Smoked
White Wine;Pinot Gris;Fish Smoked
White Wine;Pinot Grigio;Fish Smoked
White Wine;Gewurztraminer;Fish Smoked
Sparkling Wine;Champagne;Fish Smoked
Beer;Beer;Fish Smoked
White Wine;Burgundy, White;Fish Poached
White Wine;Vinho Verde;Fish Grilled
White Wine;Semillon;Fish Grilled
White Wine;Sauvignon Blanc;Fish Grilled
White Wine;Sancerre;Fish Grilled
Rose;Rose;Fish Grilled
Other;Navarra;Fish Grilled
White Wine;Chardonnay;Fish Grilled
White Wine;Albarino;Fish Grilled
White Wine;Riesling, Spatlese;Fish Curry Dishes
Beer;Cider;Fish Chowder
White Wine;Chardonnay;Fish Chowder
Beer;Beer;Fish Chowder
Beer;Witbier/Belgian White Beer;Fish Cakes
Beer;Weisse/Weissbier;Fish Cakes
Beer;Kolsch;Fish Cakes
Beer;Helles;Fish Cakes
Beer;Dortmunder Export;Fish Cakes
White Wine;Burgundy, White;Fish Baked in Salt
Other;Sparkling Water;Fish and Chips
White Wine;Soave (Superiore);Fish and Chips
White Wine;Sauvignon Blanc;Fish and Chips
Rose;Rose;Fish and Chips
White Wine;Riesling;Fish and Chips
White Wine;Pinot Grigio;Fish and Chips
White Wine;Pinot Blanc;Fish and Chips
White Wine;Chardonnay, Unoaked;Fish and Chips
Sparkling Wine;Champagne;Fish and Chips
Beer;Ale;Fish and Chips
White Wine;White Wine;Fish
Beer;Wheat Beer;Fish
Liquor;Vodka;Fish
White Wine;Viognier;Fish
Tea;Tea, Green;Fish
White Wine;Tannic Wine;Fish
White Wine;Soave (Superiore);Fish
White Wine;Semillon;Fish
White Wine;Sauvignon Blanc;Fish
White Wine;Sancerre;Fish
Rose;Rose;Fish
Other;Rioja, Red or White;Fish
White Wine;Riesling, Spatlese;Fish
Red Wine;Pinot Noir;Fish
White Wine;Pinot Gris;Fish
White Wine;Pinot Grigio;Fish
Beer;Pilsner;Fish
White Wine;Orvieto (DOC);Fish
Tea;Oolong;Fish
White Wine;Muscadet;Fish
Juice;Lemon Based Drinks;Fish
Liquor;Gin Based Drinks;Fish
White Wine;Gewurztraminer;Fish
White Wine;Gavi/Cortese di Gavi (DOCG);Fish
Liquor;Cider, Hard;Fish
White Wine;Chenin Blanc;Fish
White Wine;Chardonnay;Fish
Sparkling Wine;Champagne;Fish
White Wine;Chablis;Fish
White Wine;Burgundy, White;Fish
Red Wine;Burgundy, Red;Fish
White Wine;Bergerac, White;Fish
Red Wine;Beaujolais;Fish
White Wine;Bardolino Superiore;Fish
Beer;Ale;Fish
Red Wine;Zinfandel;Figs
Sparkling Wine;Vin Santo;Figs
Sparkling Wine;Sparkling Wine;Figs
Sherry;Sherry, Sweet;Figs
Rose;Rose;Figs
White Wine;Riesling;Figs
White Wine;Riesling;Figs
Sparkling Wine;Prosecco;Figs
Port;Port, Tawny;Figs
Dessert Wine;Muscat, Black;Figs
White Wine;Moscato d'Asti;Figs
Dessert Wine;Marsala;Figs
Dessert Wine;Madeira, Malmsey;Figs
Juice;Fruit Juice;Figs
Liquor;Curacao and Curacao Cocktails;Figs
Liquor;Cointreau and Cointreau based Cocktails;Figs
White Wine;Chenin Blanc, Loire Valley;Figs
Sparkling Wine;Champagne, Rose;Figs
Sparkling Wine;Cava;Figs
Beer;Tripel;Fettucine Alfredo
White Wine;Sancerre;Fettucine Alfredo
Red Wine;Pinot Noir;Fettucine Alfredo
White Wine;Pinot Blanc;Fettucine Alfredo
White Wine;Orvieto (DOC);Fettucine Alfredo
Beer;Doppelbock;Fettucine Alfredo
Beer;Biere De Garde;Fettucine Alfredo
Beer;Wheat Beer;Feta Cheese
White Wine;Sauvignon Blanc;Feta Cheese
White Wine;Riesling;Feta Cheese
White Wine;Retsina;Feta Cheese
Red Wine;Pinot Noir;Feta Cheese
White Wine;Pinot Gris;Feta Cheese
White Wine;Pinot Blanc;Feta Cheese
Liquor;Ouzo;Feta Cheese
Other;Oaked Wine;Feta Cheese
Red Wine;Merlot;Feta Cheese
White Wine;Chardonnay, Unoaked;Feta Cheese
Rose;Cotes de Provence, Rose AOC;Feta Cheese
Red Wine;Beaujolais;Feta Cheese
Red Wine;Bandol, Red AOC;Feta Cheese
Other;Assyrtiko;Feta Cheese
White Wine;Viognier;Fennel
Liquor;Vermouth;Fennel
White Wine;Soave (Superiore);Fennel
White Wine;Sauvignon Blanc;Fennel
White Wine;Sancerre;Fennel
White Wine;Riesling;Fennel
White Wine;Pouilly Fume;Fennel
Red Wine;Pinot Noir;Fennel
White Wine;Pinot Gris;Fennel
White Wine;Pinot Grigio;Fennel
White Wine;Pinot Blanc Alsace;Fennel
White Wine;Pinot Blanc;Fennel
Liquor;Pernod and Pernod Cocktails;Fennel
Juice;Lemon Based Drinks;Fennel
White Wine;Gruner Veltliner;Fennel
White Wine;Chenin Blanc;Fennel
White Wine;Chardonnay;Fennel
Red Wine;Barbera DOC;Fennel
Beer;Saison;Falafel
Beer;Pilsner;Falafel
Beer;India Pale Ale - IPA;Falafel
Beer;Dortmunder Export;Falafel
Beer;American India Pale Ale;Falafel
Juice;Peach Based Drinks;Fajitas with Steak
Beer;Lager;Fajitas with Steak
Beer;Lager;Fajitas with Steak
Red Wine;Cabernet Sauvignon;Fajitas with Steak
Red Wine;Cabernet Sauvignon;Fajitas with Steak
Red Wine;Cabernet Sauvignon;Fajitas with Steak
Beer;Ale;Fajitas with Steak
White Wine;Sauvignon Blanc;Fajitas with Peppers
White Wine;Chardonnay;Fajitas with Chicken
Red Wine;Zinfandel;Fajitas with Beef
Red Wine;Valpolicella;Fajitas with Beef
Red Wine;Shiraz;Fajitas with Beef
Red Wine;Malbec;Fajitas with Beef
Beer;Saison;Fajitas
Red Wine;Pinot Noir;Fajitas
Beer;Pale Ale, American;Fajitas
Red Wine;Merlot;Fajitas
Beer;Irish Stout;Fajitas
Beer;India Pale Ale - IPA;Fajitas
Red Wine;Beaujolais;Fajitas
Beer;American India Pale Ale;Fajitas
Beer;American Brown Ale;Fajitas
Beer;Amber Lager;Fajitas
Sparkling Wine;Champagne, Blanc de blancs;Explorateur Cheese
Red Wine;Burgundy, Red;Explorateur Cheese
Red Wine;Zinfandel;Ethiopian Cuisine
Beer;Wheat Beer;Ethiopian Cuisine
White Wine;Vouvray;Ethiopian Cuisine
White Wine;Viognier;Ethiopian Cuisine
Tea;Tea, Chai;Ethiopian Cuisine
Tea;Tea;Ethiopian Cuisine
Red Wine;Syrah;Ethiopian Cuisine
Other;Sparkling Water;Ethiopian Cuisine
Red Wine;Shiraz;Ethiopian Cuisine
White Wine;Pinot Gris;Ethiopian Cuisine
White Wine;Pinot Grigio;Ethiopian Cuisine
Beer;Pilsner;Ethiopian Cuisine
Beer;Pale Ale;Ethiopian Cuisine
Juice;Lemon Based Drinks;Ethiopian Cuisine
Beer;Lager;Ethiopian Cuisine
Beer;India Pale Ale - IPA;Ethiopian Cuisine
White Wine;Gewurztraminer, German;Ethiopian Cuisine
White Wine;Gewurztraminer, Alsace;Ethiopian Cuisine
Red Wine;Gamay;Ethiopian Cuisine
Juice;Fruit Punch;Ethiopian Cuisine
Sparkling Wine;Champagne, Rose;Ethiopian Cuisine
White Wine;Chablis;Ethiopian Cuisine
Red Wine;Cabernet Sauvignon;Ethiopian Cuisine
White Wine;Bordeaux AOC White;Ethiopian Cuisine
Red Wine;Beaujolais Villages;Ethiopian Cuisine
Red Wine;Beaujolais;Ethiopian Cuisine
White Wine;White Wine;Escargot
White Wine;Sylvaner;Escargot
Sparkling Wine;Sparkling Wine;Escargot
Sherry;Sherry, Amontillado;Escargot
White Wine;Sauvignon Blanc;Escargot
Rose;Rose;Escargot
White Wine;Riesling;Escargot
Red Wine;Red Wine;Escargot
Sparkling Wine;Prosecco;Escargot
White Wine;Pouilly Fume;Escargot
White Wine;Pinot Blanc;Escargot
Sparkling Wine;Champagne;Escargot
White Wine;Chablis;Escargot
Sparkling Wine;Cava;Escargot
White Wine;Burgundy, White;Escargot
White Wine;Verdicchio;Escabeche
White Wine;Sauvignon Blanc;Escabeche
White Wine;Pouilly Fume;Escabeche
Dessert Wine;Sauternes;Epoisses Cheese
Other;Marc De Bourgogne;Epoisses Cheese
White Wine;Gewurztraminer;Epoisses Cheese
Sparkling Wine;Champagne, Rose;Epoisses Cheese
Sparkling Wine;Champagne, Blanc de Noirs;Epoisses Cheese
Red Wine;Chateauneuf du Pape, Red;Epoisses Cheese
White Wine;Burgundy, White;Epoisses Cheese
Red Wine;Burgundy, Red;Epoisses Cheese
White Wine;Torrontes;Epazote
Red Wine;Pinot Noir;Epazote
Red Wine;Chianti Classico DOCG;Epazote
Juice;Lemon Based Drinks;Endive
Beer;Smoked Beer;Enchiladas
White Wine;Sauvignon Blanc;Enchiladas
White Wine;Riesling;Enchiladas
Red Wine;Petite Sirah;Enchiladas
Beer;Pale Ale, American;Enchiladas
Beer;Oktoberfest Marzen;Enchiladas
Beer;Marzenbier;Enchiladas
Beer;Irish Stout;Enchiladas
Beer;India Pale Ale - IPA;Enchiladas
White Wine;Gruner Veltliner;Enchiladas
White Wine;Gewurztraminer;Enchiladas
Beer;Doppelbock;Enchiladas
Red Wine;Dolcetto;Enchiladas
Beer;Beer;Enchiladas
Red Wine;Beaujolais;Enchiladas
Red Wine;Zinfandel;Empanadas
Red Wine;Syrah;Empanadas
Red Wine;Shiraz;Empanadas
Beer;Saison;Empanadas
Rose;Rose;Empanadas
Beer;Pilsner;Empanadas
Beer;Pale Ale;Empanadas
Red Wine;Merlot;Empanadas
Red Wine;Malbec, Argentian;Empanadas
Beer;India Pale Ale - IPA;Empanadas
Red Wine;Zinfandel;Emmental Cheese
Red Wine;Syrah;Emmental Cheese
Red Wine;Shiraz;Emmental Cheese
White Wine;Riesling, Alsace;Emmental Cheese
Red Wine;Merlot;Emmental Cheese
Beer;Dark;Emmental Cheese
White Wine;Cotes du Rhone, Red/White;Emmental Cheese
White Wine;Burgundy, White;Emmental Cheese
Red Wine;Beaujolais;Emmental Cheese
Red Wine;Burgundy, Red;Eggs with Steak
White Wine;Pinot Blanc Alsace;Eggs Benedict
White Wine;Chardonnay, Unoaked;Eggs Benedict
Sparkling Wine;Champagne;Eggs Benedict
Beer;Wheat Beer;Eggs and Egg Based Dishes
Juice;Tomatoe Based Drinks;Eggs and Egg Based Dishes
Tea;Tea, Darjeeling;Eggs and Egg Based Dishes
Sparkling Wine;Sparkling Wine, Dry;Eggs and Egg Based Dishes
White Wine;Soave (Superiore);Eggs and Egg Based Dishes
White Wine;Sauvignon Blanc;Eggs and Egg Based Dishes
White Wine;Sancerre;Eggs and Egg Based Dishes
Rose;Rose;Eggs and Egg Based Dishes
White Wine;Riesling, Alsace;Eggs and Egg Based Dishes
White Wine;Pinot Gris;Eggs and Egg Based Dishes
White Wine;Pinot Grigio;Eggs and Egg Based Dishes
White Wine;Pinot Blanc Alsace;Eggs and Egg Based Dishes
White Wine;Muscadet;Eggs and Egg Based Dishes
White Wine;Gewurztraminer;Eggs and Egg Based Dishes
White Wine;Fume Blanc;Eggs and Egg Based Dishes
White Wine;Chardonnay, Unoaked;Eggs and Egg Based Dishes
White Wine;Chardonnay;Eggs and Egg Based Dishes
Sparkling Wine;Champagne, Dry;Eggs and Egg Based Dishes
Sparkling Wine;Champagne, Blanc de blancs;Eggs and Egg Based Dishes
White Wine;Burgundy, White;Eggs and Egg Based Dishes
Red Wine;Beaujolais;Eggs and Egg Based Dishes
Red Wine;Zinfandel;Eggplant Parmesan
Beer;English Brown Ale;Eggplant Parmesan
Red Wine;Aglianico;Eggplant Parmesan
Red Wine;Zinfandel;Eggplant
Red Wine;Tempranillo;Eggplant
Other;Tannic Wine;Eggplant
Red Wine;Syrah;Eggplant
Red Wine;Shiraz;Eggplant
Red Wine;Sangiovese;Eggplant
Rose;Rose;Eggplant
Red Wine;Pinot Noir;Eggplant
Juice;Lemon Based Drinks;Eggplant
Red Wine;Chianti DOCG;Eggplant
Red Wine;Barbera DOC;Eggplant
Other;Bandol, Red/White AOC;Eggplant
White Wine;Pinot Grigio;Egg Salad Sandwich
Sparkling Wine;Sparkling Wine;Egg Rolls
Beer;Sake;Egg Rolls
White Wine;Riesling;Egg Rolls
Sparkling Wine;Champagne;Egg Rolls
White Wine;Chablis;Egg Rolls
Beer;Beer;Egg Rolls
Sparkling Wine;Sparkling Wine;Egg Frittatas
Sparkling Wine;Champagne;Egg Frittatas
White Wine;Viognier;Egg Foo Yung
White Wine;Pinot Gris;Egg Foo Yung
White Wine;Pinot Grigio;Egg Foo Yung
Other;Oaked Wine;Egg and Ricotta Frittatas
Red Wine;Dolcetto d'Asti DOC;Egg and Ricotta Frittatas
White Wine;Chardonnay;Egg and Ricotta Frittatas
Sherry;Sherry, Fino;Eel Smoked
White Wine;Savennieres;Eel Smoked
White Wine;Riesling;Eel Smoked
Rose;Rose;Eel Grilled
Sparkling Wine;Champagne;Eel Grilled
Beer;Weisse/Weissbier;Eel
White Wine;Sancerre;Eel
Beer;Sake, Aged;Eel
Red Wine;Pinot Noir;Eel
Juice;Lemon Based Drinks;Eel
Red Wine;Zinfandel;Edam Cheese
Beer;Wheat Beer;Edam Cheese
Red Wine;Syrah;Edam Cheese
Red Wine;Shiraz;Edam Cheese
White Wine;Riesling;Edam Cheese
Red Wine;Red Wine;Edam Cheese
Red Wine;Pinot Noir;Edam Cheese
Sparkling Wine;Champagne, Dry;Edam Cheese
Sparkling Wine;Sparkling Wine;Dumplings Asian
Sparkling Wine;Champagne;Dumplings Asian
White Wine;Gewurztraminer, Alsace;Duck with Soy Sauce
Sparkling Wine;Champagne, Rose;Duck with Soy Sauce
White Wine;Riesling, Auslese;Duck with Orange Sauce (? L'Orange)
Red Wine;Pinot Noir;Duck with Orange Sauce (? L'Orange)
White Wine;Gewurztraminer;Duck with Orange Sauce (? L'Orange)
Red Wine;Pinot Noir;Duck with Mushrooms
Red Wine;Burgundy, Red;Duck with Mushrooms
Red Wine;Zinfandel;Duck with Fruit Sauce
White Wine;Viognier;Duck with Fruit Sauce
Dessert Wine;Sauternes;Duck with Fruit Sauce
White Wine;Riesling;Duck with Fruit Sauce
White Wine;Pinot Noir;Duck with Fruit Sauce
White Wine;Muscat;Duck with Fruit Sauce
Red Wine;Grenache;Duck with Fruit Sauce
White Wine;Gewurztraminer;Duck with Fruit Sauce
Juice;Cider, Hard;Duck with Fruit Sauce
Red Wine;Cabernet Sauvignon;Duck with Fruit Sauce
Red Wine;Rhone, Red Wine;Duck with Curry Sauce
Red Wine;Hermitage, Red;Duck with Curry Sauce
White Wine;Gewurztraminer;Duck with Curry Sauce
Red Wine;Cote Rotie (AOC);Duck with Curry Sauce
Tea;Tea, Assam, India;Duck with Coriander
White Wine;Gewurztraminer;Duck with Coriander
Red Wine;Zinfandel;Duck with Black Pepper
Red Wine;Syrah;Duck with Black Pepper
Red Wine;Shiraz;Duck with Black Pepper
Red Wine;Pinot Noir;Duck with Black Pepper
Liquor;Cognac and Cognac Cocktails;Duck with Black Pepper
